Name,Company,Category,Updated,Size,Installs,Current Version,Requires Android,Content Rating,Interactive Elements,In-app Products,Permissions,Report,Offered By,Developer,Eligible for Family Library
Lucky Match - Win Real Money,Lucky Match,Casino,"April 4, 2022",113.0,"1,000,000+",2.5.2,5.0 and up,TeenSimulated GamblingLearn more,,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Lucky Match,
Slotsmash™ - Casino Slots Game,Higgs Gaming,Casino,"April 20, 2022",61.0,"1,000,000+",3.49,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Higgs Gaming,
Coin Dozer: Sweepstakes,Game Circus LLC,Casino,"May 20, 2022",95.0,"50,000,000+",25.4,7.0 and up,TeenSimulated GamblingLearn more,Digital Purchases,$0.59 - $100.00 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Game Circus LLC,
POP! Slots™ Vegas Casino Games,PLAYSTUDIOS INC,Casino,"May 17, 2022",Varies with device,"10,000,000+",Varies with device,Varies with device,TeenSimulated GamblingLearn more,Digital Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,PLAYSTUDIOS INC,
Bravo Classic Slots-777 Casino,Triple Sevens: Casino Games,Casino,"May 6, 2022",100.0,"1,000,000+",3.5,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Triple Sevens: Casino Games,
Cash Blitz Slots: Casino Games,Triwin Games,Casino,"May 7, 2022",106.0,"1,000,000+",6.0.0.410,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$1.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Triwin Games,
Wizard of Oz Slots Games,Zynga,Casino,"May 17, 2022",103.0,"10,000,000+",183.0.3133,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Zynga,
Vegas Live Slots: Casino Games,PLAYDOG,Casino,"May 19, 2022",147.0,"1,000,000+",1.3.53,4.4 and up,TeenSimulated GamblingLearn more,"Users Interact, In-Game Purchases",$1.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,PLAYDOG,
Baba Wild Slots - Vegas Casino,Baba Entertainment,Casino,"April 28, 2022",105.0,"500,000+",2.3.00,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $394.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Baba Entertainment,
Scatter Slots - Slot Machines,Murka Games Limited,Casino,"May 20, 2022",139.0,"10,000,000+",4.23.0,4.4 and up,"Mature 17+Suggestive Themes, Partial Nudity, Simulated GamblingLearn more",Digital Purchases,$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Murka Games Limited,
Bingo Frenzy-Live Bingo Games,Gluon Interactive Ltd.,Casino,"April 29, 2022",261.0,"1,000,000+",3.6.23,5.1 and up,TeenSimulated GamblingLearn more,"Users Interact, Digital Purchases",$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Gluon Interactive Ltd.,
Mega Regal Slots - Win Cash,Shape Keeper Ltd,Casino,"April 25, 2022",68.0,"1,000,000+",1.1.7,5.0 and up,TeenSimulated GamblingLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Shape Keeper Ltd,
Jackpot Bash™- Vegas Casino,Superfunpro LIMITED,Casino,"April 22, 2022",146.0,"10,000+",1.6.5,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases (Includes Random Items),$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Superfunpro LIMITED,
Blackjack & Card Counting Trainer Pro,Blackjack Apprenticeship,Casino,"July 6, 2021",57.0,"5,000+",1.6,5.0 and up,TeenSimulated GamblingLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Blackjack Apprenticeship,"Eligible if bought after 7/2/2016.
Learn More"
Card Counter,TMSOFT,Casino,"October 5, 2021",36.0,"5,000+",4.7,4.4 and up,TeenSimulated GamblingLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,TMSOFT,"Eligible if bought after 7/2/2016.
Learn More"
Craps Trainer Pro,E7Systems.com,Casino,"April 9, 2019",11.0,"10,000+",2.02,4.0.3 and up,TeenSimulated GamblingLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,E7Systems.com,"Eligible if bought after 7/2/2016.
Learn More"
Smart Win99 - Slots Premium,Win99,Casino,"March 20, 2022",31.0,100+,3.54,4.4 and up,TeenSimulated GamblingLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Win99,"Eligible if bought after 7/2/2016.
Learn More"
Vintage Pachinko,Smiling Cat Entertainment LTD,Casino,"September 15, 2021",44.0,"1,000+",2.3.1.44,4.4 and up,TeenSimulated GamblingLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Smiling Cat Entertainment LTD,Learn More
House of Fun™ - Casino Slots,Playtika UK – House of Fun Limited,Casino,"May 17, 2022",72.0,"10,000,000+",4.10,4.1 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Playtika UK – House of Fun Limited,
Big Fish Casino - Social Slots,Big Fish Games,Casino,"April 20, 2022",Varies with device,"10,000,000+",14.1.2,Varies with device,"TeenUse of Alcohol, Simulated GamblingLearn more","Users Interact, Digital Purchases",$0.99 - $249.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Big Fish Games,
Hit it Rich! Casino Slots Game,Zynga,Casino,"May 17, 2022",99.0,"5,000,000+",1.9.2129,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Zynga,
Billionaire Casino Slots 777,Huuuge Games - Play Together,Casino,"May 11, 2022",100.0,"10,000,000+",8.5.4402,5.0 and up,TeenSimulated GamblingLearn more,"Users Interact, Digital Purchases",$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Huuuge Games - Play Together,
Jackpot Magic Slots,Big Fish Games,Casino,"April 20, 2022",Varies with device,"5,000,000+",14.1.2,Varies with device,"TeenUse of Alcohol, Simulated GamblingLearn more","Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Big Fish Games,
myVEGAS Slots: Casino Slots,PLAYSTUDIOS INC,Casino,"May 19, 2022",76.0,"10,000,000+",3.24.0,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,PLAYSTUDIOS INC,
GSN Casino: Slot Machine Games,"GSN Games, Inc.",Casino,"April 29, 2022",51.0,"10,000,000+",4.35.1,4.4 and up,TeenSimulated GamblingLearn more,Digital Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"GSN Games, Inc.",
MONOPOLY Slots - Casino Games,SciPlay,Casino,"May 2, 2022",Varies with device,"5,000,000+",4.1.0,4.1 and up,TeenSimulated GamblingLearn more,Digital Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,SciPlay,
88 Fortunes Slots Casino Games,SciPlay,Casino,"May 3, 2022",119.0,"5,000,000+",4.0.21,4.4 and up,TeenSimulated GamblingLearn more,Digital Purchases,$0.99 - $349.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,SciPlay,
Jackpot Crush - Slots Games,SpinX Games Limited,Casino,"April 24, 2022",163.0,"1,000,000+",3.0.045,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,SpinX Games Limited,
Golden HoYeah- Casino Slots,"International Games System Co., Ltd.",Casino,"May 20, 2022",183.0,"10,000,000+",3.3.3,5.0 and up,TeenSimulated GamblingLearn more,Users Interact,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"International Games System Co., Ltd.",
Willy Wonka Vegas Casino Slots,Zynga,Casino,"May 10, 2022",102.0,"1,000,000+",139.0.2018,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Zynga,
Bingo Journey - Lucky Casino,QY Games,Casino,"April 15, 2022",139.0,"1,000,000+",2.2.15,4.4 and up,TeenSimulated GamblingLearn more,Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,QY Games,
星城Online,網銀國際 股份有限 公司,Casino,"May 18, 2022",84.0,"1,000,000+",4.28,4.4 and up,TeenSimulated GamblingLearn more,Users Interact,$1.08 - $36.06 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,網銀國際 股份有限 公司,
ManganDahen Casino,SHIZI TECH LTD CO.,Casino,"May 3, 2022",119.0,"1,000,000+",1.1.141,4.1 and up,TeenSimulated GamblingLearn more,,$0.99 - $324.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,SHIZI TECH LTD CO.,
High 5 Casino Vegas Slot Games,High 5 Games,Casino,"May 10, 2022",92.0,"1,000,000+",4.31.1,4.4 and up,TeenSimulated GamblingLearn more,Digital Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,High 5 Games,
Wynn Slots - Online Las Vegas Casino Games,"Wynn Social Gaming, LLC",Casino,"May 16, 2022",116.0,"500,000+",7.6.0,5.0 and up,TeenSimulated GamblingLearn more,Digital Purchases,$0.99 - $299.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"Wynn Social Gaming, LLC",
Double Win Slots- Vegas Casino,Royal Slot Casino,Casino,"March 31, 2022",113.0,"5,000,000+",1.71,4.4 and up,TeenSimulated GamblingLearn more,Digital Purchases,$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Royal Slot Casino,
Neverland Casino: Vegas Slots,Wgames Inc.,Casino,"May 19, 2022",158.0,"1,000,000+",2.121.0,5.0 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Wgames Inc.,
Figurine Art,TapNation,Casual,"May 20, 2022",162.0,"1,000,000+",0.1.3,5.0 and up,EveryoneLearn more,In-Game Purchases,,View details,ReportFlag as inappropriate,Flag as inappropriate,TapNation,
Tall Man Run,Supersonic Studios LTD,Casual,"May 6, 2022",91.0,"10,000,000+",1.16,5.0 and up,Everyone 10+Fantasy ViolenceLearn more,,$3.49 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Supersonic Studios LTD,
Battery Low,CrazyLabs LTD,Casual,"May 17, 2022",98.0,"100,000+",0.3.1.1,6.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,CrazyLabs LTD,
Become a Queen,Odin Interactive,Casual,"May 12, 2022",192.0,"100,000+",1.3.462,5.0 and up,TeenSexual ThemesLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Odin Interactive,
Puff Up,VOODOO,Casual,"May 18, 2022",108.0,"100,000+",1.4.0,5.1 and up,EveryoneLearn more,,$0.99 - $24.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,VOODOO,
Candy Crush Saga,King,Casual,"May 10, 2022",Varies with device,"1,000,000,000+",1.227.0.2,5.0 and up,EveryoneLearn more,"Users Interact, Shares Info, Digital Purchases",$0.99 - $149.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,King,
Money Rush,Rollic Games,Casual,"May 18, 2022",100.0,"10,000,000+",3.2.1,4.4 and up,EveryoneLearn more,,$2.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Rollic Games,
Find the Alien,MOONEE PUBLISHING LTD,Casual,"March 20, 2022",67.0,"10,000,000+",1.42.3,5.0 and up,Everyone 10+Fantasy ViolenceLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,MOONEE PUBLISHING LTD,
Perfect Coffee 3D,Kwalee Ltd,Casual,"May 11, 2022",111.0,"100,000+",1.1.2,5.1 and up,EveryoneLearn more,,$2.49 - $3.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Kwalee Ltd,
Cashier 3D,Zynga,Casual,"May 20, 2022",164.0,"10,000,000+",37.1.0,5.0 and up,EveryoneAlcohol ReferenceLearn more,,$3.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Zynga,
Going Balls,Supersonic Studios LTD,Casual,"May 18, 2022",154.0,"100,000,000+",1.28,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $19.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Supersonic Studios LTD,
Collect Em All! Clear the Dots,VOODOO,Casual,"May 14, 2022",82.0,"1,000,000+",2.1.3,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,VOODOO,
Silent Castle,Aliboo Studio,Casual,"May 16, 2022",44.0,"500,000+",1.3.0,4.4 and up,"Everyone 10+Fantasy Violence, Mild BloodLearn more",In-Game Purchases,$0.99 - $49.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Aliboo Studio,
Moneygun Run!,VOODOO,Casual,"May 18, 2022",103.0,"1,000,000+",1.2.1,5.0 and up,EveryoneLearn more,,$2.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,VOODOO,
Agent Grapple,TopChopGames,Casual,"May 20, 2022",92.0,"100,000+",1.0,5.0 and up,"Everyone 10+Fantasy Violence, Mild BloodLearn more",,,View details,ReportFlag as inappropriate,Flag as inappropriate,TopChopGames,
My Talking Angela 2,Outfit7 Limited,Casual,"May 4, 2022",153.0,"100,000,000+",1.5.2.12594,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Outfit7 Limited,
My Talking Tom Friends,Outfit7 Limited,Casual,"March 7, 2022",139.0,"100,000,000+",2.2.1.6591,5.0 and up,EveryoneComic MischiefLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Outfit7 Limited,
My Talking Tom 2,Outfit7 Limited,Casual,"May 17, 2022",127.0,"500,000,000+",3.2.0.2367,5.0 and up,EveryoneComic MischiefLearn more,Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Outfit7 Limited,
Merge Anything - Mutant Battle,SayGames Ltd,Casual,"May 20, 2022",166.0,"100,000+",2.1.1,5.1 and up,TeenSexual ContentLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,SayGames Ltd,
Sweet Girl: Doll Dress Up Game,ToTee Global,Casual,"May 5, 2022",83.0,"1,000,000+",1.1.2,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $49.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ToTee Global,
Airport Security,Kwalee Ltd,Casual,"April 22, 2022",133.0,"10,000,000+",1.4.1,5.0 and up,Everyone 10+Fantasy ViolenceLearn more,,$2.49 - $3.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Kwalee Ltd,
Catwalk Battle,bupakunnan,Casual,"May 16, 2022",130.0,"10,000+",0.5,5.0 and up,TeenSuggestive ThemesLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,bupakunnan,
Rope Arrow,Upperpik Games,Casual,"May 9, 2022",40.0,"10,000+",0.9,4.4 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Upperpik Games,
Township,Playrix,Casual,"April 15, 2022",132.0,"100,000,000+",9.1.1,4.4 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Playrix,
Gun Sprint,KAYAC Inc.,Casual,"May 19, 2022",109.0,"10,000,000+",0.2.8,5.0 and up,Everyone 10+Fantasy ViolenceLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,KAYAC Inc.,
Dice Dreams™️,SuperPlay.,Casual,"May 19, 2022",158.0,"10,000,000+",1.44.0.7627,7.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $249.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,SuperPlay.,
Pou,Zakeh Ltd,Casual,"May 11, 2022",23.0,"500,000,000+",1.4.97,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $24.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Zakeh Ltd,
Wugy Tower: Hero Castle War,Rocket Game Studio,Casual,"May 19, 2022",49.0,"1,000,000+",0.8,4.4 and up,EveryoneMild Fantasy ViolenceLearn more,In-Game Purchases,$1.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Rocket Game Studio,
Solitaire Journey,Mint Games,Casual,"May 18, 2022",66.0,"100,000+",1.0.5,4.4 and up,EveryoneLearn more,,$2.99 - $12.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Mint Games,
Army Commander,Lion Studios,Casual,"April 20, 2022",77.0,"10,000,000+",1.1,4.4 and up,"TeenViolent References, Suggestive ThemesLearn more",,$3.99 - $7.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Lion Studios,
Frozen Honey ASMR,CrazyLabs LTD,Casual,"May 4, 2022",90.0,"10,000,000+",0.1.9.0,6.0 and up,"TeenViolence, BloodLearn more",In-Game Purchases,,View details,ReportFlag as inappropriate,Flag as inappropriate,CrazyLabs LTD,
Magic Hands: Dinosaur Rescue,Megaxy,Casual,"May 19, 2022",144.0,"500,000+",1.1.2,5.0 and up,EveryoneLearn more,In-Game Purchases (Includes Random Items),$1.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Megaxy,
Giant Wanted,Supersonic Studios LTD,Casual,"May 12, 2022",153.0,"10,000,000+",1.1.21,5.0 and up,"TeenViolence, BloodLearn more",In-Game Purchases,$3.49 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Supersonic Studios LTD,
Family Island™ — Farming game,Melsoft Games Ltd,Casual,"May 17, 2022",94.0,"10,000,000+",2022156.1.17228,5.0 and up,EveryoneComic MischiefLearn more,"Users Interact, In-Game Purchases",$0.99 - $149.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Melsoft Games Ltd,
Cash Carnival: Real Money Slots & Spin to Win,Shape Keeper Ltd,Casual,"November 18, 2021",134.0,"1,000,000+",1.1.0,5.0 and up,TeenSimulated GamblingLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Shape Keeper Ltd,
Zombie Raft,HOMA GAMES,Casual,"April 28, 2022",72.0,"1,000,000+",24.1.85,5.0 and up,"Everyone 10+Fantasy Violence, Mild BloodLearn more",In-Game Purchases,$3.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,HOMA GAMES,
Homescapes,Playrix,Casual,"April 29, 2022",143.0,"100,000,000+",5.3.3,4.4 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Playrix,
Gardenscapes,Playrix,Casual,"April 29, 2022",139.0,"100,000,000+",6.1.5,4.4 and up,EveryoneLearn more,Digital Purchases,$0.49 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Playrix,
Best Fiends - Match 3 Puzzles,Seriously Digital Entertainment Ltd.,Casual,"May 18, 2022",Varies with device,"50,000,000+",10.6.3,5.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Seriously Digital Entertainment Ltd.,
